[2024-12-10 12:42:37 : INFO] - Cache for URL: https://theanalytichub.com/?p=13728 has been purged, triggered by action: save_post 
[2024-12-12 19:59:44 : INFO] - Cache for all archives page associated with post_type: post and Title: "Auto Draft" have been purged, triggered by action: save_post 
[2024-12-12 21:21:57 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-12 21:21:57 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-12 21:21:57 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-12 21:24:21 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-12 21:24:21 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-12 21:24:21 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-12 21:25:37 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-12 21:25:37 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-12 21:25:37 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-13 06:14:38 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-13 06:14:38 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-13 06:14:38 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-13 06:15:40 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-13 06:15:40 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-13 06:15:40 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-13 06:16:37 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-13 06:16:37 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-13 06:16:37 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-13 06:17:55 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-13 06:17:55 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-13 06:17:55 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-13 06:18:53 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-13 06:18:53 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-13 06:18:53 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-13 07:54:25 : INFO] - Cache for URL: https://trainyit.appszonebd.com/?p=14322 has been purged, triggered by action: save_post 
[2024-12-13 07:54:25 : INFO] - Cache for all archives page associated with post_type: post and Title: "Auto Draft" have been purged, triggered by action: save_post 
[2024-12-13 07:54:29 : INFO] - Cache for URL: https://trainyit.appszonebd.com/?p=14323 has been purged, triggered by action: save_post 
[2024-12-13 07:54:29 : INFO] - Cache for all archives page associated with post_type: post and Title: "Auto Draft" have been purged, triggered by action: save_post 
[2024-12-13 07:57:02 : INFO] - Cache for URL: https://trainyit.appszonebd.com/?p=14327 has been purged, triggered by action: save_post 
[2024-12-13 07:57:02 : INFO] - Cache for all archives page associated with post_type: post and Title: "Auto Draft" have been purged, triggered by action: save_post 
[2024-12-13 08:23:50 : INFO] - Cache for URL: https://trainyit.appszonebd.com/?p=14332 has been purged, triggered by action: save_post 
[2024-12-13 08:23:50 : INFO] - Cache for all archives page associated with post_type: post and Title: "Auto Draft" have been purged, triggered by action: save_post 
[2024-12-13 08:25:25 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-13 08:25:25 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-13 08:25:25 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-13 08:27:53 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-13 08:27:53 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-13 08:27:53 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-13 08:30:07 : INFO] - Cache for URL: https://trainyit.appszonebd.com/?p=14343 has been purged, triggered by action: save_post 
[2024-12-13 08:30:07 : INFO] - Cache for all archives page associated with post_type: post and Title: "Auto Draft" have been purged, triggered by action: save_post 
[2024-12-13 08:33:51 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-13 08:33:51 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-13 08:33:52 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-13 08:33:52 : INFO] - Cache for URL: https://trainyit.appszonebd.com/?p=14349 has been purged, triggered by action: save_post 
[2024-12-13 08:33:52 : INFO] - Cache for all archives page associated with post_type: post and Title: "Auto Draft" have been purged, triggered by action: save_post 
[2024-12-13 12:20:19 : INFO] - Cache for URL: https://trainyit.appszonebd.com/?p=14350 has been purged, triggered by action: save_post 
[2024-12-13 12:20:19 : INFO] - Cache for all archives page associated with post_type: post and Title: "Auto Draft" have been purged, triggered by action: save_post 
[2024-12-13 12:21:33 : INFO] - Full Cache Purge triggered by: plugin activation/deactivation 
[2024-12-13 12:22:11 : INFO] - Cache for URL: https://trainyit.appszonebd.com/?p=14351 has been purged, triggered by action: save_post 
[2024-12-13 12:22:11 : INFO] - Cache for all archives page associated with post_type: post and Title: "Auto Draft" have been purged, triggered by action: save_post 
[2024-12-13 12:30:12 : INFO] - Full Cache Purge triggered by: plugin activation/deactivation 
[2024-12-13 12:50:54 : INFO] - Cache for URL: https://trainyit.appszonebd.com/?p=14358 has been purged, triggered by action: save_post 
[2024-12-13 12:50:54 : INFO] - Cache for all archives page associated with post_type: post and Title: "Auto Draft" have been purged, triggered by action: save_post 
[2024-12-13 12:55:30 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-13 12:55:30 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-13 12:55:30 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-13 12:56:07 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-13 12:56:07 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-13 12:56:07 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-13 12:56:56 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-13 12:56:56 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-13 12:56:56 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-13 13:00:41 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-13 13:00:41 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-13 13:00:41 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-13 13:21:10 : INFO] - Cache for URL: https://trainyit.appszonebd.com/?p=14374 has been purged, triggered by action: save_post 
[2024-12-13 13:21:10 : INFO] - Cache for all archives page associated with post_type: post and Title: "Auto Draft" have been purged, triggered by action: save_post 
[2024-12-13 13:24:19 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-13 13:24:19 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-13 13:24:19 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-13 13:25:49 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-13 13:25:49 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-13 13:25:49 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-13 13:26:41 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-13 13:26:41 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-13 13:26:41 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-13 13:27:31 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-13 13:27:31 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-13 13:27:31 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-13 18:33:35 : INFO] - Full Cache Purge triggered by: plugin activation/deactivation 
[2024-12-13 18:34:17 : INFO] - Full Cache Purge triggered by: plugin activation/deactivation 
[2024-12-13 19:18:47 : INFO] - Cache for URL: https://trainyit.appszonebd.com/?p=14400 has been purged, triggered by action: save_post 
[2024-12-13 19:18:47 : INFO] - Cache for all archives page associated with post_type: post and Title: "Auto Draft" have been purged, triggered by action: save_post 
[2024-12-13 19:19:52 : INFO] - Cache for URL: https://trainyit.appszonebd.com/?p=14403 has been purged, triggered by action: save_post 
[2024-12-13 19:19:52 : INFO] - Cache for all archives page associated with post_type: post and Title: "Auto Draft" have been purged, triggered by action: save_post 
[2024-12-13 19:22:40 : INFO] - Cache for URL: https://trainyit.appszonebd.com/?p=14408 has been purged, triggered by action: save_post 
[2024-12-13 19:22:40 : INFO] - Cache for all archives page associated with post_type: post and Title: "Auto Draft" have been purged, triggered by action: save_post 
[2024-12-13 20:09:08 : INFO] - Cache for URL: https://trainyit.appszonebd.com/?p=14423 has been purged, triggered by action: save_post 
[2024-12-13 20:09:08 : INFO] - Cache for all archives page associated with post_type: post and Title: "Auto Draft" have been purged, triggered by action: save_post 
[2024-12-13 20:20:20 : INFO] - Cache for URL: https://trainyit.appszonebd.com/?p=14441 has been purged, triggered by action: save_post 
[2024-12-13 20:20:20 : INFO] - Cache for all archives page associated with post_type: post and Title: "Auto Draft" have been purged, triggered by action: save_post 
[2024-12-13 20:29:23 : INFO] - Cache for URL: https://trainyit.appszonebd.com/?p=14449 has been purged, triggered by action: save_post 
[2024-12-13 20:29:23 : INFO] - Cache for all archives page associated with post_type: post and Title: "Auto Draft" have been purged, triggered by action: save_post 
[2024-12-13 20:57:46 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-13 20:57:46 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-13 20:57:46 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-13 21:03:29 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-13 21:03:29 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-13 21:03:29 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-13 21:03:58 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-13 21:03:58 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-13 21:03:58 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-13 21:05:07 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-13 21:05:07 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-13 21:05:08 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-13 21:05:48 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-13 21:05:48 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-13 21:05:48 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-13 21:09:06 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-13 21:09:06 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-13 21:09:06 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-13 21:09:39 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-13 21:09:39 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-13 21:09:40 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-13 21:10:16 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-13 21:10:16 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-13 21:10:16 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-13 21:10:43 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-13 21:10:43 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-13 21:10:43 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-13 21:12:59 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-13 21:12:59 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-13 21:12:59 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-13 21:23:02 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-13 21:23:02 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-13 21:23:03 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-13 21:29:06 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-13 21:29:06 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-13 21:29:06 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-13 21:31:12 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-13 21:31:12 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-13 21:31:12 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-13 21:32:16 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-13 21:32:16 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-13 21:32:16 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-13 21:32:37 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-13 21:32:37 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-13 21:32:37 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-13 21:34:19 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-13 21:34:19 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-13 21:34:19 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-13 21:36:02 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-13 21:36:02 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-13 21:36:03 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-13 21:39:48 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-13 21:39:49 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-13 21:39:49 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-13 21:40:28 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-13 21:40:28 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-13 21:40:28 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-13 21:41:11 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-13 21:41:11 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-13 21:41:11 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-13 21:42:02 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-13 21:42:02 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-13 21:42:03 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-13 21:43:33 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-13 21:43:33 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-13 21:43:33 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-13 21:44:23 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-13 21:44:23 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-13 21:44:23 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-15 08:42:36 : INFO] - Cache for URL: https://trainyit.appszonebd.com/?p=14570 has been purged, triggered by action: save_post 
[2024-12-15 08:42:36 : INFO] - Cache for all archives page associated with post_type: post and Title: "Auto Draft" have been purged, triggered by action: save_post 
[2024-12-15 13:36:55 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-15 13:36:56 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-15 13:36:56 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-15 13:37:48 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-15 13:37:49 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-15 13:37:49 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-15 13:38:09 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-15 13:38:09 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-15 13:38:09 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-15 13:38:28 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-15 13:38:28 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-15 13:38:28 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-15 13:43:54 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-15 13:43:54 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-15 13:43:54 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-15 13:45:05 : INFO] - Cache for URL: https://trainyit.appszonebd.com/?p=14590 has been purged, triggered by action: save_post 
[2024-12-15 13:45:05 : INFO] - Cache for all archives page associated with post_type: post and Title: "Auto Draft" have been purged, triggered by action: save_post 
[2024-12-15 13:47:44 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-15 13:47:44 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-15 13:47:44 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-15 13:48:20 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-15 13:48:20 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-15 13:48:20 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-15 13:48:24 : INFO] - Cache for URL: https://trainyit.appszonebd.com/?p=14597 has been purged, triggered by action: save_post 
[2024-12-15 13:48:24 : INFO] - Cache for all archives page associated with post_type: post and Title: "Auto Draft" have been purged, triggered by action: save_post 
[2024-12-15 13:50:00 : INFO] - Cache for URL: https://trainyit.appszonebd.com/?p=14604 has been purged, triggered by action: save_post 
[2024-12-15 13:50:00 : INFO] - Cache for all archives page associated with post_type: post and Title: "Auto Draft" have been purged, triggered by action: save_post 
[2024-12-15 13:53:03 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-15 13:53:03 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-15 13:53:03 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-15 13:54:54 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-15 13:54:54 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-15 13:54:55 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-15 13:56:48 : INFO] - Cache for URL: https://trainyit.appszonebd.com/?p=14621 has been purged, triggered by action: save_post 
[2024-12-15 13:56:48 : INFO] - Cache for all archives page associated with post_type: post and Title: "Auto Draft" have been purged, triggered by action: save_post 
[2024-12-15 13:58:09 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-15 13:58:09 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-15 13:58:09 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-15 14:41:41 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-15 14:41:41 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-15 14:41:41 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-15 14:52:52 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-15 14:52:52 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-15 14:52:52 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-15 14:53:23 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-15 14:53:23 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-15 14:53:23 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-15 15:03:35 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-15 15:03:35 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-15 15:03:36 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-15 15:04:28 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-15 15:04:28 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-15 15:04:28 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-15 15:05:00 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-15 15:05:00 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-15 15:05:01 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-15 15:07:14 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-15 15:07:14 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-15 15:07:14 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-15 15:19:59 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-15 15:19:59 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-15 15:20:00 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-15 15:24:16 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-15 15:24:16 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-15 15:24:16 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-15 15:24:16 : INFO] - Cache for URL: https://trainyit.appszonebd.com/?p=14679 has been purged, triggered by action: save_post 
[2024-12-15 15:24:16 : INFO] - Cache for all archives page associated with post_type: post and Title: "Auto Draft" have been purged, triggered by action: save_post 
[2024-12-15 15:25:17 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
